sample_idx,gold,baseline_prediction,sircl_prediction,baseline_correct,sircl_correct,gain,transition,baseline_radius_mean,baseline_radius_max,baseline_early_radius_mean,baseline_late_radius_mean,baseline_radius_change,baseline_pairwise_diversity_mean,baseline_pairwise_diversity_std,baseline_path_length,baseline_span,baseline_effective_movement_ratio,baseline_smoothness,baseline_dist_to_final_mean,baseline_backtracking_rate,baseline_violation_rate,sircl_radius_mean,sircl_radius_max,sircl_early_radius_mean,sircl_late_radius_mean,sircl_radius_change,sircl_pairwise_diversity_mean,sircl_pairwise_diversity_std,sircl_path_length,sircl_span,sircl_effective_movement_ratio,sircl_smoothness,sircl_dist_to_final_mean,sircl_backtracking_rate,sircl_violation_rate
10,366.0,366.0,366.0,True,True,0,stable_correct,12.834403991699219,19.888608932495117,15.617205619812012,10.642779350280762,-4.97442626953125,20.432130813598633,5.0619330406188965,92.25418090820312,25.918930053710938,0.28095129132270813,-0.09665526449680328,17.435710906982422,0.0,1.0,9.531601905822754,16.859758377075195,11.462738037109375,7.675083160400391,-3.7876548767089844,15.88521671295166,4.94881534576416,67.0135726928711,19.33684730529785,0.2885512113571167,-0.046594489365816116,11.479229927062988,0.4000000059604645,1.0
11,694.0,724.0,694.0,False,True,1,recovered,14.123512268066406,20.52263069152832,17.97669219970703,11.177597999572754,-6.799094200134277,22.415363311767578,5.6063337326049805,106.0279541015625,27.183862686157227,0.2563839256763458,-0.2857365906238556,19.509140014648438,0.4000000059604645,1.0,10.320761680603027,19.58467674255371,13.103798866271973,8.041768074035645,-5.062030792236328,16.78634262084961,5.459684371948242,74.4641342163086,24.79220199584961,0.33294153213500977,-0.347561240196228,13.1284818649292,0.4000000059604645,1.0
12,13.0,12.0,13.0,False,True,1,recovered,12.696433067321777,17.8784122467041,14.179664611816406,11.062614440917969,-3.1170501708984375,20.43178939819336,3.7606801986694336,99.16691589355469,22.92436408996582,0.23116947710514069,-0.1323462277650833,16.826921463012695,0.4000000059604645,1.0,7.935256004333496,16.37325668334961,9.596094131469727,6.506654262542725,-3.089439868927002,12.91006851196289,5.446370601654053,55.336849212646484,19.347808837890625,0.349636971950531,0.03613220527768135,10.216814994812012,0.6000000238418579,1.0
13,18.0,18.0,24.0,True,False,-1,regressed,11.525595664978027,17.766557693481445,14.209617614746094,9.078751564025879,-5.130866050720215,18.700851440429688,4.233359336853027,90.32144927978516,24.113916397094727,0.2669788599014282,-0.19287219643592834,14.830527305603027,0.4000000059604645,1.0,8.827099800109863,19.44695281982422,12.41964340209961,5.746107578277588,-6.6735358238220215,14.547602653503418,7.128071308135986,59.355770111083984,22.671672821044922,0.3819624185562134,0.03832382708787918,10.805892944335938,0.20000000298023224,1.0
14,60.0,60.0,60.0,True,True,0,stable_correct,13.429853439331055,18.620458602905273,15.851155281066895,11.315574645996094,-4.535580635070801,21.32556915283203,3.7183592319488525,107.24897766113281,23.916757583618164,0.22300219535827637,-0.3124461770057678,18.396032333374023,0.4000000059604645,1.0,9.561568260192871,17.028404235839844,11.247992515563965,7.708573818206787,-3.5394186973571777,15.426084518432617,5.035837173461914,76.83981323242188,21.881118774414062,0.28476276993751526,-0.3413562476634979,12.754597663879395,0.20000000298023224,1.0
15,125.0,165.0,81.0,False,False,0,stable_wrong,10.839277267456055,17.619426727294922,14.238433837890625,8.08566951751709,-6.152764320373535,18.005582809448242,4.884068489074707,80.14119720458984,21.90425682067871,0.2733207941055298,-0.07264892011880875,13.18685531616211,0.20000000298023224,1.0,9.508309364318848,20.026588439941406,11.401629447937012,8.422801971435547,-2.978827476501465,15.235919952392578,6.902740001678467,55.85261917114258,24.486663818359375,0.43841567635536194,0.1886483132839203,12.60400104522705,0.20000000298023224,1.0
16,230.0,115.0,310.0,False,False,0,stable_wrong,9.948297500610352,18.411312103271484,12.920767784118652,6.162380218505859,-6.758387565612793,16.83041763305664,5.491835594177246,79.23030090332031,22.83609390258789,0.2882242500782013,-0.05802860110998154,11.713696479797363,0.20000000298023224,1.0,8.476277351379395,19.021467208862305,10.81551456451416,5.9829535484313965,-4.832561016082764,13.716704368591309,7.611043453216553,50.8675651550293,18.988584518432617,0.37329453229904175,0.29583895206451416,11.14989185333252,0.20000000298023224,1.0
17,57500.0,62000.0,41500.0,False,False,0,stable_wrong,14.395620346069336,19.451372146606445,17.35450553894043,12.067230224609375,-5.287275314331055,22.872276306152344,4.425076007843018,109.96855163574219,25.15799331665039,0.22877442836761475,-0.22275006771087646,19.55600929260254,0.20000000298023224,1.0,8.444890975952148,16.186538696289062,10.230935096740723,7.460806369781494,-2.7701287269592285,13.936412811279297,4.998742580413818,56.67475128173828,19.69642448425293,0.3475343883037567,-0.1914733499288559,10.398917198181152,0.4000000059604645,1.0
18,7.0,7.0,7.0,True,True,0,stable_correct,12.392033576965332,16.8588924407959,13.861016273498535,10.739445686340332,-3.121570587158203,19.516260147094727,3.255722761154175,92.08948516845703,25.753293991088867,0.2796550989151001,-0.05829184502363205,16.934526443481445,0.20000000298023224,1.0,6.772487163543701,15.86565113067627,8.68230152130127,4.899563312530518,-3.782738208770752,11.146674156188965,6.040274620056152,42.908058166503906,18.174806594848633,0.42357560992240906,0.08804402500391006,8.204350471496582,0.4000000059604645,1.0
19,6.0,4.0,2.0,False,False,0,stable_wrong,9.905752182006836,18.00180435180664,12.533287048339844,7.290975570678711,-5.242311477661133,16.450481414794922,5.20833158493042,71.04931640625,21.281049728393555,0.29952505230903625,0.06797339022159576,12.268753051757812,0.4000000059604645,1.0,7.374377727508545,16.375059127807617,9.353759765625,6.213581085205078,-3.140178680419922,11.953737258911133,5.876359939575195,51.046119689941406,19.730266571044922,0.3865184485912323,-0.16179746389389038,9.714821815490723,0.0,1.0
20,15.0,23.34,24.68,False,False,0,stable_wrong,12.775251388549805,18.06633758544922,15.43734073638916,10.92459487915039,-4.5127458572387695,20.390714645385742,4.5372772216796875,98.02409362792969,24.157554626464844,0.24644507467746735,-0.16228307783603668,17.131643295288086,0.4000000059604645,1.0,11.057753562927246,18.003690719604492,14.138511657714844,8.582355499267578,-5.556156158447266,18.1557674407959,4.5300188064575195,85.04500579833984,23.541358947753906,0.27681058645248413,-0.43759647011756897,13.499688148498535,0.0,1.0
21,14.0,19.0,19.0,False,False,0,stable_wrong,12.057812690734863,17.210113525390625,14.84112548828125,9.371006965637207,-5.470118522644043,19.627492904663086,5.859004974365234,77.04330444335938,19.26533317565918,0.25005850195884705,0.2500406801700592,14.9545316696167,0.20000000298023224,1.0,7.1230363845825195,17.609317779541016,9.731441497802734,5.160738468170166,-4.570703029632568,11.718673706054688,6.854292869567871,43.48291015625,21.180648803710938,0.48710283637046814,0.17489895224571228,8.676985740661621,0.20000000298023224,1.0
22,7.0,7.0,7.0,True,True,0,stable_correct,11.647248268127441,15.893150329589844,13.315529823303223,9.10649585723877,-4.209033966064453,18.50306510925293,3.7502806186676025,96.7492904663086,21.983373641967773,0.22721999883651733,-0.14261862635612488,15.928454399108887,0.20000000298023224,1.0,7.867461204528809,17.129268646240234,11.410780906677246,4.614088535308838,-6.796692371368408,13.345544815063477,6.227169513702393,52.43186569213867,19.377042770385742,0.3695661425590515,0.04270045459270477,9.064818382263184,0.0,1.0
23,8.0,8.0,8.0,True,True,0,stable_correct,10.37427806854248,19.301992416381836,13.321219444274902,7.71271276473999,-5.608506679534912,16.282346725463867,5.806341648101807,66.47370147705078,27.009796142578125,0.40632304549217224,0.2151024341583252,14.902522087097168,0.0,1.0,7.591996192932129,19.984703063964844,11.35419750213623,4.441260814666748,-6.912936687469482,12.835328102111816,8.18686294555664,52.20909118652344,22.720006942749023,0.4351733922958374,0.029338479042053223,8.548074722290039,0.4000000059604645,1.0
24,26.0,25.0,26.0,False,True,1,recovered,12.743026733398438,21.881444931030273,16.00224494934082,11.366138458251953,-4.636106491088867,19.17409324645996,8.320171356201172,59.188602447509766,33.07914733886719,0.5588769912719727,0.43295368552207947,16.711950302124023,0.0,1.0,7.2575860023498535,18.973289489746094,9.840078353881836,5.126204967498779,-4.713873386383057,12.005034446716309,7.826047897338867,43.495384216308594,21.853363037109375,0.5024294853210449,0.3582037687301636,8.460620880126953,0.4000000059604645,1.0
25,2.0,3.0,2.7,False,False,0,stable_wrong,14.11052131652832,19.057226181030273,17.694379806518555,11.180335998535156,-6.514043807983398,22.213150024414062,5.222024440765381,104.95341491699219,25.957509994506836,0.2473241090774536,-0.11513414233922958,19.630142211914062,0.4000000059604645,1.0,11.109212875366211,16.986713409423828,14.171669960021973,7.820291042327881,-6.351378917694092,18.239418029785156,4.685572147369385,81.05632781982422,22.311134338378906,0.2752546966075897,-0.3364538252353668,13.284008979797363,0.20000000298023224,1.0
26,243.0,241.5,247.5,False,False,0,stable_wrong,13.568450927734375,19.16355323791504,15.772408485412598,12.133739471435547,-3.638669013977051,20.9821720123291,5.7959370613098145,93.04768371582031,23.081188201904297,0.24805763363838196,-0.009946132078766823,19.641748428344727,0.4000000059604645,1.0,10.805949211120605,20.41187858581543,12.75225830078125,9.502558708190918,-3.249699592590332,17.305402755737305,6.000170707702637,75.67887115478516,26.363386154174805,0.3483586013317108,-0.2041182816028595,14.57028865814209,0.20000000298023224,1.0
27,16.0,16.0,16.0,True,True,0,stable_correct,12.7532958984375,18.466997146606445,13.540767669677734,12.133870124816895,-1.4068975448608398,19.509000778198242,3.9531970024108887,92.91244506835938,27.564538955688477,0.29667219519615173,-0.038096435368061066,19.26973533630371,0.4000000059604645,1.0,7.976467132568359,16.925739288330078,10.658851623535156,6.0011749267578125,-4.657676696777344,13.316793441772461,5.880739212036133,50.504276275634766,19.9252872467041,0.39452674984931946,0.2356121987104416,9.43175983428955,0.20000000298023224,1.0
28,25.0,25.0,25.0,True,True,0,stable_correct,9.50554084777832,16.522417068481445,11.051241874694824,7.054750442504883,-3.9964914321899414,15.369335174560547,4.7969889640808105,73.84261322021484,22.52947235107422,0.3051012456417084,-0.008317832835018635,12.383265495300293,0.20000000298023224,1.0,6.695868015289307,14.899847030639648,8.618796348571777,5.029806613922119,-3.588989734649658,10.908727645874023,5.376737594604492,40.706504821777344,17.466880798339844,0.4290931224822998,0.27139753103256226,8.540217399597168,0.20000000298023224,1.0
29,104.0,93.0,94.0,False,False,0,stable_wrong,12.909077644348145,17.619434356689453,14.38253116607666,10.933924674987793,-3.448606491088867,20.449464797973633,3.9677822589874268,95.35388946533203,25.32222557067871,0.26556047797203064,-0.0768277496099472,17.32997703552246,0.20000000298023224,1.0,8.922411918640137,19.28295135498047,12.082465171813965,6.044522762298584,-6.037942409515381,14.458842277526855,7.287838459014893,57.399662017822266,21.962671279907227,0.3826271891593933,0.1339270919561386,11.40548038482666,0.4000000059604645,1.0
30,109.0,121.0,107.0,False,False,0,stable_wrong,13.92385196685791,21.41840171813965,16.883344650268555,11.333271980285645,-5.55007266998291,22.290298461914062,4.85605001449585,105.3320541381836,28.44108772277832,0.27001360058784485,-0.12196268886327744,18.693357467651367,0.20000000298023224,1.0,8.736632347106934,20.856748580932617,11.504711151123047,6.616001605987549,-4.888709545135498,14.613988876342773,7.510019779205322,60.5902214050293,25.134750366210938,0.4148317873477936,-0.11854512989521027,10.36340618133545,0.20000000298023224,1.0
31,80.0,66.67,80.0,False,True,1,recovered,13.293627738952637,16.249692916870117,15.3538179397583,11.682482719421387,-3.671335220336914,20.425579071044922,3.299938201904297,97.33485412597656,23.616558074951172,0.24263207614421844,-0.1427900344133377,19.41779136657715,0.20000000298023224,1.0,9.448080062866211,18.099760055541992,11.254122734069824,7.39108419418335,-3.8630385398864746,15.317322731018066,5.7570085525512695,61.997982025146484,22.832929611206055,0.36828505992889404,-0.050547510385513306,12.098664283752441,0.4000000059604645,1.0
32,35.0,35.0,35.0,True,True,0,stable_correct,14.136565208435059,19.01283836364746,16.499038696289062,11.170804023742676,-5.328234672546387,22.960790634155273,6.77158784866333,92.5483169555664,18.51964569091797,0.2001078575849533,0.2421807050704956,17.426782608032227,0.4000000059604645,1.0,7.800127983093262,18.238956451416016,11.265838623046875,4.832845687866211,-6.432992935180664,13.28790283203125,6.96298360824585,49.08534622192383,19.97601890563965,0.4069650173187256,0.29864591360092163,9.0286226272583,0.20000000298023224,1.0
33,70.0,70.0,70.0,True,True,0,stable_correct,13.82520866394043,17.299169540405273,13.541801452636719,13.60442066192627,0.06261920928955078,20.428953170776367,3.143502712249756,110.67688751220703,28.815134048461914,0.260353684425354,-0.14670011401176453,22.382551193237305,0.4000000059604645,1.0,8.526755332946777,22.073135375976562,11.843402862548828,6.298485279083252,-5.544917583465576,14.092754364013672,8.686317443847656,56.1491813659668,27.00182342529297,0.4808943271636963,0.0908752828836441,10.478321075439453,0.4000000059604645,1.0
34,23.0,23.0,23.0,True,True,0,stable_correct,12.958386421203613,18.6210880279541,14.52401065826416,10.811720848083496,-3.712289810180664,19.926631927490234,4.3192830085754395,106.45225524902344,27.128631591796875,0.25484317541122437,-0.13028885424137115,19.000734329223633,0.4000000059604645,1.0,9.35846996307373,19.468463897705078,13.489410400390625,5.552957534790039,-7.936452865600586,15.514886856079102,7.115703105926514,64.17481231689453,22.181514739990234,0.3456420600414276,0.09880127012729645,11.658196449279785,0.20000000298023224,1.0
35,9.0,9.0,9.0,True,True,0,stable_correct,10.232165336608887,15.698322296142578,12.00815486907959,7.606473445892334,-4.401681423187256,16.437519073486328,4.140542030334473,79.14773559570312,22.583084106445312,0.2853282392024994,-0.07093124836683273,13.660813331604004,0.20000000298023224,1.0,7.9291605949401855,19.354297637939453,11.004863739013672,5.127772808074951,-5.877090930938721,13.00109577178955,7.616023063659668,50.26792526245117,23.426288604736328,0.4660285413265228,0.019964218139648438,9.539691925048828,0.20000000298023224,1.0
36,75.0,75.0,75.0,True,True,0,stable_correct,12.1815185546875,17.764326095581055,13.830631256103516,10.270195007324219,-3.560436248779297,19.320688247680664,3.781184434890747,94.8101806640625,24.654651641845703,0.2600422501564026,-0.009883025661110878,16.50597381591797,0.4000000059604645,1.0,7.384265422821045,17.07223892211914,8.920402526855469,6.1648383140563965,-2.7555642127990723,12.202533721923828,6.233645915985107,47.17032241821289,19.79236602783203,0.41959360241889954,0.18883372843265533,9.167830467224121,0.6000000238418579,1.0
37,2.0,3.0,1.0,False,False,0,stable_wrong,12.83778190612793,16.761816024780273,14.96004581451416,10.945210456848145,-4.014835357666016,20.756649017333984,4.427572250366211,90.47818756103516,21.78997230529785,0.24083122611045837,-0.038492124527692795,16.316564559936523,0.4000000059604645,1.0,8.986701965332031,18.772165298461914,11.899349212646484,6.436710834503174,-5.4626383781433105,14.922536849975586,6.63280725479126,59.80849838256836,21.003578186035156,0.3511804938316345,-0.004400921054184437,10.847277641296387,0.20000000298023224,1.0
38,10.0,16.08,10.0,False,True,1,recovered,9.488099098205566,14.049369812011719,10.934288024902344,8.170515060424805,-2.763772964477539,15.317895889282227,3.5769503116607666,63.32146072387695,17.337921142578125,0.27380797266960144,0.12786492705345154,12.096664428710938,0.4000000059604645,1.0,7.108717441558838,14.111631393432617,8.462508201599121,6.522302627563477,-1.9402055740356445,11.87888240814209,4.9134416580200195,49.84989929199219,16.99773406982422,0.3409782946109772,0.010418343357741833,8.386211395263672,0.4000000059604645,1.0
39,18.0,27.0,36.0,False,False,0,stable_wrong,9.752792358398438,17.57106590270996,12.785456657409668,7.202545166015625,-5.582911491394043,16.23348045349121,4.993506908416748,70.55581665039062,21.038965225219727,0.2981889545917511,-0.03083137236535549,11.927452087402344,0.20000000298023224,1.0,8.47010326385498,16.26715850830078,10.636114120483398,6.994378566741943,-3.641735553741455,13.390153884887695,5.539806842803955,56.601158142089844,20.382314682006836,0.36010420322418213,-0.004627205431461334,11.522392272949219,0.20000000298023224,1.0
40,8.0,8.0,8.0,True,True,0,stable_correct,11.671892166137695,18.293291091918945,14.32800579071045,7.264027118682861,-7.063978672027588,19.797229766845703,6.056520938873291,79.3326187133789,22.342409133911133,0.2816295325756073,0.07648857682943344,13.7255277633667,0.20000000298023224,1.0,6.456879138946533,16.57745361328125,9.559792518615723,3.757025957107544,-5.802766799926758,11.005478858947754,6.807584762573242,42.24635696411133,18.39893913269043,0.4355154037475586,0.2853822708129883,7.8192596435546875,0.20000000298023224,1.0
41,200.0,400.0,200.0,False,True,1,recovered,11.69359302520752,16.84630012512207,14.607638359069824,7.792608737945557,-6.815029621124268,19.449907302856445,4.8334856033325195,90.02851104736328,21.746501922607422,0.24155128002166748,-0.019620651379227638,14.315947532653809,0.20000000298023224,1.0,7.6062493324279785,18.73047637939453,11.129124641418457,4.656890392303467,-6.47223424911499,12.838438034057617,7.540831089019775,47.75566482543945,20.73059844970703,0.43409717082977295,0.15367598831653595,8.721759796142578,0.20000000298023224,1.0
42,26.0,26.0,26.0,True,True,0,stable_correct,14.452986717224121,19.849348068237305,15.899153709411621,12.303816795349121,-3.5953369140625,23.13326644897461,6.715595245361328,102.49435424804688,23.851404190063477,0.23270943760871887,0.12855595350265503,18.36090087890625,0.6000000238418579,1.0,8.21744155883789,19.30001449584961,12.090956687927246,4.998316287994385,-7.092640399932861,13.527327537536621,8.012222290039062,48.96955490112305,20.601415634155273,0.4206984341144562,0.22872045636177063,9.557482719421387,0.20000000298023224,1.0
43,48.0,2000.0,800.0,False,False,0,stable_wrong,12.069658279418945,17.008289337158203,13.069680213928223,10.726176261901855,-2.343503952026367,18.872264862060547,4.402768611907959,108.70948028564453,21.886028289794922,0.20132584869861603,-0.2531241774559021,16.35512351989746,0.4000000059604645,1.0,8.280969619750977,15.032346725463867,9.70527458190918,7.489114761352539,-2.2161598205566406,13.352288246154785,4.720878601074219,59.968814849853516,17.622941970825195,0.29386845231056213,-0.0794900506734848,11.268324851989746,0.4000000059604645,1.0
44,20.0,30.0,30.0,False,False,0,stable_wrong,9.43840217590332,16.45543670654297,11.497174263000488,7.406553745269775,-4.090620517730713,15.366843223571777,4.418321132659912,67.35314178466797,21.173824310302734,0.3143702447414398,-0.020571302622556686,12.071510314941406,0.20000000298023224,1.0,6.472811698913574,13.049654960632324,7.271641254425049,5.9421868324279785,-1.3294544219970703,10.736922264099121,4.382579803466797,44.1959114074707,14.990761756896973,0.3391888737678528,-0.08290402591228485,8.188824653625488,0.6000000238418579,1.0
45,104.0,56.0,56.0,False,False,0,stable_wrong,12.83817195892334,19.738014221191406,15.950328826904297,10.18464183807373,-5.765686988830566,20.823925018310547,5.144821643829346,87.80818176269531,25.80208969116211,0.293846070766449,-0.07145372778177261,16.10484504699707,0.0,1.0,8.648706436157227,20.256956100463867,11.0366792678833,6.991977691650391,-4.04470157623291,14.423084259033203,7.210316181182861,58.363128662109375,24.88482666015625,0.4263792335987091,-0.06624573469161987,10.293990135192871,0.20000000298023224,1.0
46,163.0,37.0,57.0,False,False,0,stable_wrong,9.971466064453125,13.798504829406738,11.846900939941406,7.026453495025635,-4.8204474449157715,16.243453979492188,3.9303395748138428,81.5664291381836,18.970613479614258,0.23257869482040405,-0.15724213421344757,12.816703796386719,0.20000000298023224,1.0,6.429253101348877,16.374774932861328,8.637904167175293,4.710801601409912,-3.927102565765381,10.747912406921387,6.406497955322266,41.35447311401367,18.909082412719727,0.457243949174881,0.1333804428577423,7.595371723175049,0.6000000238418579,1.0
47,800.0,2000.0,4800.0,False,False,0,stable_wrong,11.918831825256348,16.479185104370117,15.140912055969238,9.484122276306152,-5.656789779663086,18.687423706054688,5.627720355987549,70.23039245605469,21.7659854888916,0.30992260575294495,0.09021397680044174,14.901843070983887,0.20000000298023224,1.0,9.675392150878906,16.19457244873047,11.818012237548828,7.729724884033203,-4.088287353515625,15.627049446105957,4.526628017425537,68.83258056640625,21.710647583007812,0.31541237235069275,-0.22957460582256317,12.220192909240723,0.4000000059604645,1.0
48,8.0,8.0,8.0,True,True,0,stable_correct,13.926997184753418,18.768417358398438,16.610275268554688,10.6459379196167,-5.964337348937988,22.866708755493164,6.557592391967773,92.15374755859375,20.7395076751709,0.2250533252954483,0.2222585380077362,16.920394897460938,0.4000000059604645,1.0,7.478199005126953,18.310667037963867,10.959874153137207,4.795589447021484,-6.164284706115723,12.538819313049316,7.3122029304504395,46.80126190185547,20.346006393432617,0.43473199009895325,0.1757342368364334,8.657095909118652,0.20000000298023224,1.0
49,30.0,30.0,30.0,True,True,0,stable_correct,14.358369827270508,18.848953247070312,16.3358154296875,12.258747100830078,-4.077068328857422,22.473491668701172,4.289549827575684,108.81725311279297,26.803709030151367,0.24631856381893158,-0.0929354801774025,20.416301727294922,0.20000000298023224,1.0,8.925216674804688,17.902578353881836,12.367011070251465,5.937742710113525,-6.4292683601379395,14.791797637939453,6.567046642303467,66.45349884033203,20.594661712646484,0.3099108636379242,-0.3693373203277588,10.714983940124512,0.4000000059604645,1.0
50,294.0,294.0,294.0,True,True,0,stable_correct,11.128949165344238,16.568222045898438,13.199263572692871,8.215267181396484,-4.983996391296387,17.840381622314453,4.2793450355529785,83.84684753417969,23.409086227416992,0.2791886329650879,0.018938204273581505,15.001185417175293,0.20000000298023224,1.0,6.719408988952637,17.71552085876465,8.870369911193848,5.296760082244873,-3.5736098289489746,10.831507682800293,7.231942176818848,41.739891052246094,21.605886459350586,0.5176315903663635,0.06853131204843521,8.777616500854492,0.20000000298023224,1.0
51,5.0,50.0,1.0,True,False,-1,regressed,10.894566535949707,15.77374267578125,12.848407745361328,8.32150936126709,-4.526898384094238,17.401697158813477,4.29115629196167,75.86904907226562,19.323997497558594,0.25470197200775146,0.21230855584144592,14.51187515258789,0.4000000059604645,1.0,7.956652641296387,17.988481521606445,10.344315528869629,5.428964138031006,-4.915351390838623,13.217123985290527,6.556243419647217,51.15565490722656,20.873802185058594,0.40804487466812134,0.07498712837696075,9.455126762390137,0.4000000059604645,1.0
